"vo_avg s valence electrons","vo_avg p valence electrons","vo_avg d valence electrons","vo_avg f valence electrons","PymatgenData mean Z","PymatgenData mean ionization_energy","PymatgenData mean electron_affinity","band center","PymatgenData mean atomic_radius","PymatgenData mean max_oxidation_state","PymatgenData mean X","PymatgenData mean mendeleev_no","PymatgenData mean row","PymatgenData mean group","PymatgenData mean atomic_mass","min_diff_X_all_atoms","reactionEnergy"
2,0.2,10,2.8,54.6,8.41671346,-0.511989362,4.18923589208115,1.62,2.2,1.676,75.6,5.2,12.2,130.80546,0.0699999999999998,0.707421829444712
2,0,8.6,0,43,8.5442934,-0.4704676,4.30996716199989,1.51,2.6,1.678,70.8,4.8,10.6,100.1171,0.0600000000000001,-0.244044207755877
2,0,8.8,2.8,53.2,8.767862,-0.412699836,4.47722614993864,1.51,2.8,1.824,71,5.2,10.8,126.6968,0.67,-0.619723076756571
2,0,8.2,0,46.2,8.438508,-0.51374156,4.21775520499888,1.6,2.2,1.596,65,5,10.2,107.70997,0.47,-0.0996884966579898
2,0,10,0,44.4,9.0738954,-0.7,4.53662002589042,1.51,2,1.682,75.2,4.8,12,103.0106,0.04,0.590804858847179
2,0,8.4,0,46.4,8.5218812,-0.4893422,4.28472895173039,1.55,2.4,1.618,69.8,5,10.4,108.1736,0.36,-0.317902434256183
2,0,7,0,27,7.88101,0.66225547,4.27083333333333,1.35,5,1.88,64,4,9,58.933195,0,-0.448717896854731
1.2,0,5.4,0,24.6,6.98941,0.67319371,3.821562063571,1.39,5.8,1.704,58.4,4,6.6,53.383519,0.22,-0.842770300455385
1.2,0,9.4,0,28.6,7.757306,1.121078294,4.43505971388674,1.35,4.2,1.896,70.4,4,10.6,62.623439,0.02,-0.280065821359102
2,0,3,11.2,63,7.036258,0.274907094,3.56921998299971,1.51,4.2,1.416,52.8,5.6,5,154.578639,0.58,-1.01615171445789
2,0,9.4,11.2,69.4,9.9262052,-0.283548906,5.01402816473106,1.47,4.2,1.976,72,5.6,11.4,172.258639,0.12,0.1898598117414
2,0.8,9.4,0,44.6,6.20528656,0.371651094,3.25654834522125,1.51,3.4,1.8,76,4.8,12.2,103.641039,0.0999999999999999,0.862060042244622
2,0,7,11.2,67,8.749818,1.38369679,5.10899672860593,1.35,5.8,2.136,65.6,5.6,9,165.560239,0.32,-0.213294663756614
2,0,5.4,0,25.4,7.5234324,-0.283548906,3.8219883333738,1.39,6.6,1.616,60.8,4,7.4,55.737075,0.33,-0.675092664553603
1.2,0,5.4,0,39,7.250146,0.730241494,3.98692467663815,1.43,5.8,2.104,57.6,4.8,6.6,88.538639,0.28,-0.843634261857886
2,0,7.8,0,27.8,7.6881044,1.058180054,4.37417108170381,1.35,4.2,1.904,66.4,4,9.8,58.741359,0.03,-0.301219815154553
2,0,6.2,11.2,66.2,8.326786,0.994580086,4.76956010838522,1.31,7.4,2.136,63.2,5.6,8.2,163.970639,0.32,-0.261715552455797
0.4,0,9.4,0,42.2,8.2456732,0.582164054,4.41122300790041,1.39,4.2,2.136,68,4.8,9.8,96.922639,0.32,-0.204312321954575
2,0,5.4,11.2,65.4,7.843018,0.180768406,4.06392636271192,1.35,6.6,1.896,59.2,5.6,7.4,160.752239,0.02,-0.662028070960304
2,0,5.4,0,39.8,7.271706,0.574051094,3.98186245044648,1.35,6.6,1.896,60,4.8,7.4,90.186639,0.02,-0.748189380660705
2,0,3,0,23,7.038698,0.192887094,3.60343492179132,1.39,4.2,1.608,53.6,4,5,50.080239,0.34,-1.06233800436073
2,0,3.8,0,23.8,6.9731516,0.554580694,3.75448896888693,1.35,5,1.68,56,4,5.8,52.539839,0.25,-1.07106047745671
2,0,9.4,0,29.4,9.0915596,-0.363548906,4.60876548551758,1.35,2.6,1.696,73.6,4,11.4,64.113839,0.23,-0.0989090265565835
1.5,0,6,0,25.5,7.32376,0.66909187,3.98421537484149,1.375,5.5,1.77,60.5,4,7.5,55.4646475,0.22,-0.82184243325807
1.5,0,8.5,0,28,7.803695,0.949019735,4.37274753474583,1.35,4.5,1.89,68,4,10,61.2395975,0.02,-0.327433901757985
2,0.5,8.5,0,29,6.940156,0.48171081,3.6674760361987,1.325,4,1.845,72.5,4,11,64.3280975,0.0699999999999998,-0.206321202355838
2,0,4.5,7,49.5,7.35304,0.420162735,3.81768908479669,1.45,4.5,1.59,57,5,6.5,118.7115975,0.58,-0.700101831155706
2,0,8.5,7,53.5,9.159257,0.071127735,4.7212713808351,1.425,4.5,1.94,69,5,10.5,129.7615975,0.12,-0.221458895254699
2,0.5,8.5,0,38,6.83368285,0.480627735,3.60508650394685,1.45,4,1.83,71.5,4.5,11,86.8755975,0.0999999999999999,-0.237115237060578
2,0,7,7,52,8.424015,1.113156295,4.77696433957255,1.35,5.5,2.04,65,5,9,125.5750975,0.32,-0.290348187058925
2,0,4,0,42,6.728955,0.609900835,3.60170822220274,1.65,4,1.49,48.5,5,6,98.9193325,0.78,-0.665759976253838
1.5,0,6,0,34.5,7.48672,0.704746735,4.09110855255374,1.4,5.5,2.02,60,4.5,7.5,77.4365975,0.28,-0.700269317260762
2,0,7.5,0,27.5,7.760444,0.909708335,4.33512961677311,1.35,4.5,1.895,65.5,4,9.5,58.8132975,0.03,-0.315235990862647
2,0,6.5,7,51.5,8.15962,0.869958355,4.57605449647387,1.325,6.5,2.04,63.5,5,8.5,124.5815975,0.32,-0.373049841159599
2,1,8.5,7,54.5,7.64884495,0.509488335,4.07620365947209,1.575,4.5,2.105,73,5,11.5,133.0665975,0.45,-0.217957062260183
1,0,8.5,0,36.5,8.1089245,0.612198335,4.35804406932098,1.375,4.5,2.04,66.5,4.5,9.5,82.6765975,0.32,-0.247220592557795
1.5,0,8,7,52.5,8.41992,1.393680235,4.87851325723551,1.35,5.5,2.08,66,5,9.5,127.0085975,0.4,-0.226542253861197
2,0,6,7,51,7.857265,0.361326055,4.14031493944802,1.35,6,1.89,61,5,8,122.5700975,0.02,-0.537876268258486
1.5,0,7.5,0,36,7.669955,0.902573735,4.28454473951795,1.35,5.5,2.08,64.5,4.5,9,80.9193475,0.4,-0.327171856158174
1.5,0,7,0,35.5,7.620755,0.854263735,4.23805831942206,1.325,6.5,2.04,63,4.5,8.5,80.0015975,0.32,-0.410892440660035
2,0,4,0,24,7.22125,0.42081785,3.79646903974035,1.475,4,1.62,41.5,4,6,51.9445535,0.52,-0.801564782158465
2,1,8.5,0,38.5,7.612464,0.887162835,4.24953228615224,1.4,4.5,1.92,73.5,4.5,11.5,88.8215975,0.0800000000000001,0.0906295548420815
2,0,4.5,0,24.5,7.354565,0.368900235,3.84052114706315,1.375,4.5,1.71,57.5,4,6.5,53.4000975,0.34,-0.670360332856006
2,0.5,8.5,7,54,6.99464865,0.49115433,3.67019078627853,1.625,4,1.75,71,5,11,131.6582475,0.26,-0.301537780061125
2,0,5,0,25,7.3135985,0.594958735,3.94036546694958,1.35,5,1.755,59,4,7,54.9373475,0.25,-0.755886256562889
2,0,5.5,7,50.5,7.87252,0.739378145,4.33385303922054,1.35,5.5,2.12,59.5,5,7.5,121.3865975,0.48,-0.696188153858174
2,0,4,0,33,7.049135,0.486773835,3.73297452596426,1.575,4,1.55,44.5,4.5,6,73.9195225,0.66,-0.764267498859198
2,0,8.5,0,28.5,8.6376035,0.021127735,4.47901601235322,1.35,3.5,1.765,70,4,10.5,62.1710975,0.23,-0.286141579154872
2,0,4.5,0,33.5,7.257568,0.547772235,3.88293379926077,1.45,4.5,1.605,56.5,4.5,6.5,75.0785975,0.55,-0.6983764933602
1.8,0,7.6,0,27.4,7.850084,0.776961176,4.31131083596366,1.35,4.8,1.884,65.6,4,9.4,59.855756,0.02,-0.383211116058163
2,0,6.8,0,26.8,7.88530162,0.560451646,4.22216193606038,1.36,5.2,1.87,63.4,4,8.8,58.315556,0.0499999999999998,0.325377537440573
2,0,6,2.8,36,7.669822,0.565418376,4.08345521363091,1.39,4.8,1.764,61.2,4.4,8,82.844556,0.58,-0.637759190160949
2,0,7.6,2.8,37.6,8.3923088,0.425804376,4.44560794617877,1.38,4.8,1.904,66,4.4,9.6,87.264556,0.12,-0.306664949056511
2,0.2,7.6,0,31.4,7.46207914,0.589604376,3.99092760898557,1.39,4.6,1.86,67,4.2,9.8,70.110156,0.0999999999999999,-0.441014898357906
2,0,7,2.8,37,8.098212,0.8426158,4.46651065047255,1.35,5.2,1.944,64.4,4.4,9,85.589956,0.32,-0.272314658656768
2,0,5.8,0,33,7.420188,0.641313616,3.98943124876864,1.47,4.6,1.724,57.8,4.4,7.8,74.92765,0.78,-0.381119377058866
1.8,0,6.6,0,30,7.723294,0.679251976,4.19801489776111,1.37,5.2,1.936,62.4,4.2,8.4,66.334556,0.28,-0.524870995453028
1.8,0,6.4,0,29.8,7.656578,0.713285776,4.17783658850295,1.37,5,1.824,61.8,4.2,8.2,65.727832,0.28,-0.568323493759607
2,0,7.2,0,27.2,7.8327836,0.761236616,4.29643661466095,1.35,4.8,1.886,64.6,4,9.2,58.885236,0.03,-0.342780441961594
2,0,6.8,2.8,36.8,7.992454,0.745336624,4.39039959217293,1.34,5.6,1.944,63.8,4.4,8.8,85.192556,0.32,-0.430648993758012
2,0.4,7.6,2.8,38,7.78814398,0.601148616,4.1918904467549,1.44,4.8,1.97,67.6,4.4,10,88.586556,0.45,-0.341000137158488
1.6,0,7.6,0,30.8,7.9721758,0.642232616,4.30550622267985,1.36,4.8,1.944,65,4.2,9.2,68.430556,0.32,-0.337304423154791
1.8,0,7.4,2.8,37.2,8.096574,0.954825376,4.50425085870054,1.35,5.2,1.96,64.8,4.4,9.2,86.163356,0.4,-0.305661937461053
2,0,6.6,2.8,36.6,7.871512,0.541883704,4.21813937257889,1.35,5.4,1.884,62.8,4.4,8.6,84.387956,0.02,-0.466742853553086
1.8,0,7.2,0,30.6,7.796588,0.758382776,4.27631262241699,1.35,5.2,1.96,64.2,4.2,9,67.727656,0.4,-0.28555939155828
1.8,0,7,0,30.4,7.776908,0.739058776,4.2576930211729,1.34,5.6,1.944,63.6,4.2,8.8,67.360556,0.32,-0.372736366057296
2,0,5.8,0,25.8,7.617106,0.565680422,4.07436112318173,1.4,4.6,1.776,55,4,7.8,56.1377384,0.52,-0.637964908258226
2,0.4,7.6,0,31.6,7.7735916,0.752218416,4.26230013160233,1.37,4.8,1.896,67.8,4.2,10,70.888556,0.0800000000000001,0.821398071341747
2,0,6.2,2.8,36.2,7.8147222,0.595576222,4.23703134796346,1.37,5,1.804,61.6,4.4,8.2,83.336132,0.38,-0.585676193258195
2,0,6.6,0,30.2,7.728684,0.640204376,4.19668170057336,1.35,5.4,1.884,63,4.2,8.6,66.746556,0.02,-0.440980884158279
2,0,6,0,26,7.670432,0.544913376,4.09320634371469,1.36,4.8,1.812,61.4,4,8,56.719956,0.34,-0.599791418359899
2,0.2,7.6,2.8,37.8,7.52646546,0.593815014,4.01960178541249,1.46,4.6,1.828,66.8,4.4,9.8,88.023216,0.26,1.2518493743419
2,0,6.2,0,26.2,7.6540454,0.635336776,4.13544430195298,1.35,5,1.83,62,4,8.2,57.334856,0.25,-0.50559499535936
2,0,6.4,2.8,36.4,7.877614,0.69310454,4.29593049653939,1.35,5.2,1.976,62.2,4.4,8.4,83.914556,0.48,-0.542554177262872
2,0,5.8,0,29.4,7.54826,0.592062816,4.04696627002877,1.44,4.6,1.748,56.2,4.2,7.8,64.927726,0.66,-0.40970847335754
2,0,7.6,0,27.6,8.1836474,0.405804376,4.3529193450952,1.35,4.4,1.834,66.4,4,9.6,60.228356,0.23,-0.50951738026103
2,0,6,0,29.6,7.6316332,0.616462176,4.1112280587828,1.39,4.8,1.77,61,4.2,8,65.391356,0.55,-0.61513986335828
1,0,5,0,24,6.76651,0.67592827,3.71683250414594,1.4,6,1.66,57,4,6,51.9961,0,-0.878578304657793
1,0,9,0,28,7.534406,1.123812854,4.31351730737007,1.36,4.4,1.852,69,4,10,61.23602,0.24,-0.418015972659276
1.8,0.8,9,0,29.6,6.1527436,0.376118574,3.25545843542702,1.32,3.6,1.78,76.2,4,11.6,66.17762,0.15,0.594557716839546
1.8,0,2.6,11.2,62.4,6.813358,0.277641654,3.47140583525265,1.52,4.4,1.372,51.4,5.6,4.4,153.19122,0.36,-1.06579929245615
1.8,0,9,11.2,68.8,9.7033052,-0.280814346,4.87661918068162,1.48,4.4,1.932,70.6,5.6,10.8,170.87122,0.34,-0.180406304857542
1.8,0.8,9,0,44,5.98238656,0.374385654,3.16730293515907,1.52,3.6,1.756,74.6,4.8,11.6,102.25362,0.12,-0.0966771488592428
1.8,0,6.6,11.2,66.4,8.526918,1.38643135,4.96898513973459,1.36,6,2.092,64.2,5.6,8.4,164.17282,0.54,-0.314969591358903
1.8,0,1.8,0,50.4,5.814822,0.581222614,3.16255540602946,1.84,3.6,1.212,37.8,5.6,3.6,121.523596,0.56,-0.711617688756604
1,0,5,0,38.4,7.027246,0.732976054,3.87766336990038,1.44,6,2.06,56.2,4.8,6,87.15122,0.5,-0.812550698056811
1,0,4.2,0,37.6,6.760382,0.869111254,3.80364518932218,1.44,5.2,1.612,53.8,4.8,5.2,84.724324,0.0599999999999998,0.191817398740596
1.8,0,7.4,0,27.2,7.4652044,1.060914614,4.25429732259269,1.36,4.4,1.86,65,4,9.2,57.35394,0.25,-0.569514127854717
1.8,0,5.8,11.2,65.6,8.103886,0.997314646,4.63885074909882,1.32,7.6,2.092,61.8,5.6,7.6,162.58322,0.54,-0.449222395857731
1.8,1.6,9,11.2,70.4,7.28664592,0.420562614,3.8550844695854,1.72,4.4,2.196,77,5.6,12.4,176.15922,0.67,-0.182635869560698
0.2,0,9,0,41.6,8.0227732,0.584898614,4.29033384413489,1.4,4.4,2.092,66.6,4.8,9.2,95.53522,0.54,-0.225745368460565
1,0,8.2,11.2,67.2,8.520366,1.835269654,5.13906939708501,1.36,6,2.156,65.8,5.6,9.2,166.46642,0.62,-0.201349818561511
1.8,0,5,11.2,64.8,7.620118,0.183502966,3.95255483179793,1.36,6.8,1.852,57.8,5.6,6.8,159.36482,0.24,-0.677172430655418
1,0,7.4,0,40.8,7.320422,1.049499254,4.17514911176227,1.36,6,2.156,63.4,4.8,8.4,92.72362,0.62,-0.421443654758122
1,0,6.6,0,40,7.241702,0.972203254,4.10290616920093,1.32,7.6,2.092,61,4.8,7.6,91.25522,0.54,-0.510914140558242
1.8,0,1.8,0,21.6,6.602494,0.278689838,3.44058490191389,1.56,3.6,1.42,26.6,4,3.6,46.3639496,0.3,-1.07415495605798
1.8,1.6,9,0,44.8,7.2284364,1.024841814,4.12069349635784,1.44,4.4,1.9,77.8,4.8,12.4,105.36722,0.3,-0.0349400971599323
1.8,0,3.4,11.2,63.2,7.3929588,0.398273038,4.02384192212201,1.44,5.2,1.532,53,5.6,5.2,155.157524,0.16,-1.12485915215709
1.8,0,5,0,39.2,7.048806,0.576785654,3.87273987355529,1.36,6.8,1.852,58.6,4.8,6.8,88.79922,0.24,-0.623793083456775
1.8,0,2.6,0,22.4,6.815798,0.195621654,3.50468311677066,1.4,4.4,1.564,52.2,4,4.4,48.69282,0.12,-1.07204743435702
1.8,0.8,9,11.2,69.6,6.23993184,0.391228206,3.25931491583572,1.8,3.6,1.628,73.8,5.6,11.6,173.90586,0.0399999999999998,-0.25868692545825
1.8,0,3.4,0,23.2,6.7502516,0.557315254,3.65159754149759,1.36,5.2,1.636,54.6,4,5.2,51.15242,0.03,-1.03301515315886
1.8,0,4.2,11.2,64,7.644526,0.78838631,4.25229306024448,1.36,6,2.22,55.4,5.6,6,157.47122,0.7,-1.21579728405683
1.8,0,1.8,0,36,6.32711,0.384219414,3.34897990163247,1.72,3.6,1.308,31.4,4.8,3.6,81.5239,0.44,-1.02772308335895
1.8,0,9,0,28.8,8.8686596,-0.360814346,4.48246268818954,1.36,2.8,1.652,72.2,4,10.8,62.72642,0.01,-0.366918708160455
1.8,0,2.6,0,36.8,6.6606028,0.481816854,3.56681411941838,1.52,4.4,1.396,50.6,4.8,4.4,83.37842,0.33,-1.01056521725965
1,0,7.5,0,26.5,7.246445,0.955856135,4.07929005851346,1.375,5,1.78,64.5,4,8.5,57.77105,0.24,-0.632293103458295
1.5,0,5.5,0,25,7.33448905,0.41458231,3.87167115798702,1.4,6,1.745,59,4,7,53.92055,0.17,-0.663808784053771
1.5,0.5,7.5,0,27.5,6.382906,0.48854721,3.42134971557906,1.35,4.5,1.735,69,4,9.5,60.85955,0.15,-0.305246827759191
1.5,0,3.5,7,48,6.79579,0.426999135,3.56148188441245,1.475,5,1.48,53.5,5,5,115.24305,0.36,-0.985095634055114
1.5,0,6,7,50.5,7.866765,1.119992695,4.45637965271285,1.375,6,1.93,61.5,5,7.5,122.10655,0.54,-0.558840462558663
1.5,0,3,0,40.5,6.171705,0.616737235,3.35999561551449,1.675,4.5,1.38,45,5,4.5,95.450785,0.56,-0.759210399158263
1.5,0,5,0,24.5,7.100274,0.077964135,3.71709161617554,1.4,6.5,1.605,58.5,4,6.5,53.4670725,0.11,-2.30830795125709
1,0,5,0,33,6.92947,0.711583135,3.81655202229778,1.425,6,1.91,56.5,4.5,6,73.96805,0.5,-0.778274014358402
1,0,4.5,0,32.5,6.76268,0.796667635,3.77085532590308,1.425,5.5,1.63,55,4.5,5.5,72.45124,0.0599999999999998,-0.877052018159674
1.5,0,5.5,7,50,7.60237,0.876794755,4.26895297895736,1.35,7,1.93,60,5,7,121.11305,0.54,-0.613042409956478
1.5,1,7.5,7,53,7.09159495,0.516324735,3.80264740473455,1.6,5,1.995,69.5,5,10,129.59805,0.67,-1.01399330755791
0.5,0,7.5,0,35,7.5516745,0.619034735,4.06557335068692,1.4,5,1.93,63,4.5,8,79.20805,0.54,-0.599902304757933
1,0,7,7,51,7.86267,1.400516635,4.5511135670273,1.375,6,1.97,62.5,5,8,123.54005,0.62,-0.432063169358088
1.5,0,5,7,49.5,7.300015,0.368162455,3.86245614168227,1.375,6.5,1.78,57.5,5,6.5,119.10155,0.24,-0.63400687635928
1,0,6.5,0,34.5,7.112705,0.909410135,3.99700660106543,1.375,6,1.97,61,4.5,7.5,77.4508,0.62,-0.600472791355941
1,0,6,0,34,7.063505,0.861100135,3.95363991002137,1.35,7,1.93,59.5,4.5,7,76.53305,0.54,-0.61795828245792
1.5,0,3,0,22.5,6.664,0.42765425,3.54168592817402,1.5,4.5,1.51,38,4,4.5,48.476006,0.3,-0.909192880258132
1.5,1,7.5,0,37,7.055214,0.893999235,3.96434385257515,1.425,5,1.81,70,4.5,10,85.35305,0.3,-0.424300305759033
1.5,0,4,7,48.5,7.1580405,0.50239375,3.90584892188612,1.425,5.5,1.58,54.5,5,5.5,116.47199,0.16,-0.906448748256452
1.5,0,5,0,33.5,6.942945,0.613964135,3.81352261156327,1.375,6.5,1.78,58,4.5,6.5,74.99805,0.24,-0.576618748061236
1.5,0,3.5,0,23,6.797315,0.375736635,3.58278167450525,1.4,5,1.6,54,4,5,49.93155,0.12,-0.941223808359581
1.5,0.5,7.5,7,52.5,6.43739865,0.49799073,3.42388227729775,1.65,4.5,1.64,67.5,5,9.5,128.1897,0.0399999999999998,-0.144235572856786
1.5,0,4,0,23.5,6.7563485,0.601795135,3.67592538753131,1.375,5.5,1.645,55.5,4,5.5,51.4688,0.03,-0.878866745358181
1.5,0,4.5,7,49,7.31527,0.746214545,4.04300579383398,1.375,6,2.01,56,5,6,117.91805,0.7,-0.73219439305737
1.5,0,7.5,0,27,8.0803535,0.027964135,4.17842680052579,1.375,4,1.655,66.5,4,9,58.70255,0.01,-0.630405585760826
1.5,0,3.5,0,32,6.700318,0.554608635,3.62234799044053,1.475,5,1.495,53,4.5,5,71.61005,0.33,-0.959658568556705
1,0,6,0,25,6.958484,0.787899416,3.85778152623953,1.39,5.6,1.708,60,4,7,54.30608,0.24,-0.963151285758585
1.2,0.2,6,0,25.4,6.6130684,0.600975846,3.59569446468989,1.38,5.4,1.69,61.8,4,7.4,55.54148,0.15,-0.920038793657085
1.2,0,4.4,2.8,33.6,6.778222,0.576356616,3.65389522716951,1.43,5.6,1.588,55.6,4.4,5.6,77.29488,0.36,0.138015730740364
1.2,0,6,2.8,35.2,7.5007088,0.436742616,3.97795122184428,1.42,5.6,1.728,60.4,4.4,7.2,81.71488,0.34,-0.751661689157999
1.2,0.2,6,0,29,6.57047914,0.600542616,3.57110108463392,1.43,5.4,1.684,61.4,4.2,7.4,64.56048,0.12,-0.761407038159604
1.2,0,5.4,2.8,34.6,7.206612,0.85355404,3.99665506147475,1.39,6,1.768,58.8,4.4,6.6,80.04028,0.54,-0.82757804875925
1.2,0,4.2,0,30.6,6.528588,0.652251856,3.56976213436541,1.51,5.4,1.548,52.2,4.4,5.4,69.377974,0.56,-0.647101130357413
1,0,5,0,27.6,6.831694,0.690190216,3.75640377965029,1.41,6,1.76,56.8,4.2,6,60.78488,0.5,-1.300261283558
1,0,4.8,0,27.4,6.764978,0.724224016,3.73834813215729,1.41,5.8,1.648,56.2,4.2,5.8,60.178156,0.0599999999999998,-1.05830963115929
1.2,0,5.2,2.8,34.4,7.100854,0.756274864,3.92855052301245,1.38,6.4,1.768,58.2,4.4,6.4,79.64288,0.54,-0.818521011758065
1.2,0.4,6,2.8,35.6,6.89654398,0.612086856,3.75092359164041,1.48,5.6,1.794,62,4.4,7.6,83.03688,0.67,-0.57807346865863
0.8,0,6,0,28.4,7.0805758,0.653170856,3.85258753055115,1.4,5.6,1.768,59.4,4.2,6.8,62.88088,0.54,-0.90646834046035
1,0,5.8,2.8,34.8,7.204974,0.965763616,4.03042518003913,1.39,6,1.784,59.2,4.4,6.8,80.61368,0.62,-0.877356649557413
1.2,0,5,2.8,34.2,6.979912,0.552821944,3.77441125582892,1.39,6.2,1.708,57.2,4.4,6.2,78.83828,0.24,-0.94118108645759
1,0,5.6,0,28.2,6.904988,0.769321016,3.82646495761138,1.39,6,1.784,58.6,4.2,6.6,62.17798,0.62,-0.860680289056262
1,0,5.4,0,28,6.885308,0.749997016,3.80980404949355,1.38,6.4,1.768,58,4.2,6.4,61.81088,0.54,-0.835576290860416
1.2,0,4.2,0,23.4,6.725506,0.576618662,3.64575779160347,1.44,5.4,1.6,49.4,4,5.4,50.5880624,0.3,-0.784971416257548
1.2,0.4,6,0,29.2,6.8819916,0.763156656,3.81392651390872,1.41,5.6,1.72,62.2,4.2,7.6,65.33888,0.3,-0.683920037458819
1.2,0,4.6,2.8,33.8,6.9231222,0.606514462,3.79131588562847,1.41,5.8,1.628,56,4.4,5.8,77.786456,0.16,-1.15724559695715
1.2,0,5,0,27.8,6.837084,0.651142616,3.75521082843953,1.39,6.2,1.708,57.4,4.2,6.2,61.19688,0.24,-0.942017292359168
1.2,0,4.4,0,23.6,6.778832,0.555851616,3.66262058493851,1.4,5.6,1.636,55.8,4,5.6,51.17028,0.12,-0.894541182758047
1.2,0.2,6,2.8,35.4,6.63486546,0.604753254,3.5967588746446,1.5,5.4,1.652,61.2,4.4,7.4,82.47354,0.0399999999999998,-0.675076065656839
1.2,0,4.8,2.8,34,6.986014,0.70404278,3.84401912506833,1.39,6,1.8,56.6,4.4,6,78.36488,0.7,-0.638951320858695
1.2,0,6,0,25.2,7.2920474,0.416742616,3.89501301892686,1.39,5.2,1.658,60.8,4,7.2,54.67868,0.01,-0.964920025659893
1.2,0,4.4,0,27.2,6.7400332,0.627400416,3.67874650165066,1.43,5.6,1.594,55.4,4.2,5.6,59.84168,0.33,0.285929738443002
1,0,10,0,29,7.72638,1.235784,4.47709369817579,1.35,4,1.9,72,4,11,63.546,0,-0.0535604389505977
1.8,0,6.8,0,26.6,7.86725048,0.36974588,4.11811419606613,1.39,5.6,1.844,63.2,4,8.6,57.3852,0.0699999999999998,0.325421483948077
1.8,0.8,10,0,30.6,6.3447176,0.48808972,3.3789113169943,1.31,3.2,1.828,79.2,4,12.6,68.4876,0.0899999999999999,0.506581952236076
1.8,0,3.6,11.2,63.4,7.005332,0.3896128,3.60304783343875,1.51,4,1.42,54.4,5.6,5.4,155.5012,0.6,-1.03942574715526
1.8,0,10,11.2,69.8,9.8952792,-0.1688432,5.06154941465724,1.47,4,1.98,73.6,5.6,11.8,173.1812,0.1,0.504596881842218
1.8,0.8,10,0,45,6.17436056,0.4863568,3.28741280045078,1.51,3.2,1.804,77.6,4.8,12.6,104.5636,0.12,0.289875933443028
1.8,0,7.6,11.2,67.4,8.718892,1.498402496,5.15741805821072,1.35,5.6,2.14,67.2,5.6,9.4,166.4828,0.3,-0.268184514758985
1.8,0,2.8,0,51.4,6.006796,0.69319376,3.2824852364158,1.83,3.2,1.26,40.8,5.6,4.6,123.833576,0.8,-0.6943588686581
1,0,6,0,39.4,7.21922,0.8449472,4.02471138978988,1.43,5.6,2.108,59.2,4.8,7,89.4612,0.26,-0.955178486255107
1,0,5.2,0,38.6,6.952356,0.9810824,3.94788630571037,1.43,4.8,1.66,56.8,4.8,6.2,87.034304,0.3,-1.02639720866043
1.8,0,8.4,0,28.2,7.6571784,1.17288576,4.41562798429077,1.35,4,1.908,68,4,10.2,59.66392,0.01,-0.382959138659288
1.8,0,6.8,11.2,66.6,8.29586,1.109285792,4.81476437339969,1.31,7.2,2.14,64.8,5.6,8.6,164.8932,0.3,-0.248899262863205
1.8,1.6,10,11.2,71.4,7.47861992,0.53253376,4.00127625667028,1.71,4,2.244,80,5.6,13.4,178.4692,0.43,0.230739745843522
0.2,0,10,0,42.6,8.2147472,0.69686976,4.45303107601481,1.39,4,2.14,69.6,4.8,10.2,97.8452,0.3,-0.225992447761172
1,0,9.2,11.2,68.2,8.71234,1.9472408,5.33395221873012,1.35,5.6,2.204,68.8,5.6,10.2,168.7764,0.38,-0.233358841555827
1.8,0,6,11.2,65.8,7.812092,0.295474112,4.10244287159843,1.35,6.4,1.9,60.8,5.6,7.8,161.6748,0,-0.580868894160602
1,0,8.4,0,41.8,7.512396,1.1614704,4.33347832991815,1.35,5.6,2.204,66.4,4.8,9.4,95.0336,0.38,-0.411978991155564
1,0,7.6,0,41,7.433676,1.0841744,4.25849580409719,1.31,7.2,2.14,64,4.8,8.6,93.5652,0.3,-0.464535466059687
1.8,0,2.8,0,22.6,6.794468,0.390660984,3.57105811447157,1.55,3.2,1.468,29.6,4,4.6,48.6739296,0.54,-1.19973195515828
1.8,1.6,10,0,45.8,7.4204104,1.13681296,4.276957658924,1.43,4,1.948,80.8,4.8,13.4,107.6772,0.0600000000000001,0.908101023437695
1.8,0,4.4,11.2,64.2,7.5849328,0.510244184,4.17643329753364,1.43,4.8,1.58,56,5.6,6.2,157.467504,0.4,-1.03342427635559
1.8,0,6,0,40.2,7.24078,0.6887568,4.01960118554381,1.35,6.4,1.9,61.6,4.8,7.8,91.1092,0,-0.614653051662543
1.8,0,3.6,0,23.4,7.007772,0.3075928,3.63758704975815,1.39,4,1.612,55.2,4,5.4,51.0028,0.36,-1.07865503865739
1.8,0.8,10,11.2,70.6,6.43190584,0.503199352,3.38291404212663,1.79,3.2,1.676,76.8,5.6,12.6,176.21584,0.28,0.281508024746501
1.8,0,4.4,0,24.2,6.9422256,0.6692864,3.79007273562574,1.35,4.8,1.684,57.6,4,6.2,53.4624,0.27,-1.03975568515941
1.8,0,5.2,11.2,65,7.8365,0.900357456,4.41354771668333,1.35,5.6,2.268,58.4,5.6,7,159.7812,0.46,-0.938827165758056
1.8,0,2.8,0,37,6.519084,0.49619056,3.47597928662484,1.71,3.2,1.356,34.4,4.8,4.6,83.83388,0.68,-1.05986734685845
1.8,0,10,0,29.8,9.0606336,-0.2488432,4.65244579390296,1.35,2.4,1.7,75.2,4,11.8,65.0364,0.25,0.408832947033289
1.8,0,3.6,0,37.8,6.8525768,0.593788,3.70207417258484,1.51,4,1.444,53.6,4.8,5.4,85.6884,0.57,-1.01281328585807
